#{"t_start": 1760637054.371827, "env_id": "None"}
r,l,t
3.1,133,41066.914555
8.1,165,41069.971689
5.1000004,164,41072.8035
6.1000004,208,41076.545302
1.0999998,166,41182.828447
4.1000004,245,41187.079218
4.1000004,167,41190.033313
5.1000004,188,41193.092718
5.100001,190,41196.57963
6.1000004,225,41200.183213
3.0999997,185,41203.178334
4.100001,222,41207.038843
4.1000004,141,41209.60625
4.1000004,147,41212.407315
0.10000001,35,41214.078675
-0.9,38,41215.747476
3.1,180,41218.905217
-0.9,54,41328.510949
3.1,211,41332.05728
5.100001,153,41334.954519
3.0999997,136,41337.727421
4.0999994,207,41341.048792
5.1000004,141,41343.775625
2.1,143,41346.632206
2.1,204,41350.763621
5.1000004,225,41354.614072
5.1000004,185,41357.896513
5.100001,425,41467.771417
3.0999997,163,41470.946168
3.1,137,41473.598828
3.1,142,41476.357663
2.0999997,197,41479.723088
2.0999997,164,41482.978089
3.1,205,41486.698951
2.1,190,41489.968278
1.0999998,163,41492.87697
4.1000004,142,41495.564678
2.1,189,41498.821972
4.1,178,41501.740533
4.100001,206,41611.252519
3.1,181,41614.486875
5.100001,206,41618.015307
5.1000004,187,41621.240787
2.0999997,163,41624.006306
6.1000004,314,41628.874812
3.0999997,166,41632.15583
2.1,133,41634.748538
3.0999994,139,41637.547302
3.0999997,165,41640.47319
4.1000004,319,41645.357821
3.1,133,41751.763262
4.1000004,171,41754.791888
3.1,146,41757.58074
4.100001,129,41760.144521
7.1000004,177,41763.246766
3.1,172,41766.278442
2.0999997,203,41769.603404
5.1000004,144,41772.392034
2.1,160,41775.270881
4.1,157,41778.215701
4.100001,183,41781.308823
1.0999998,158,41784.194087
1.0999998,198,41897.819598
0.1,71,41900.116066
2.1,232,41904.054542
3.0999997,177,41907.454526
7.100001,168,41910.61939
4.1000004,138,41913.257313
2.1,164,41916.486036
3.1,179,41919.633009
5.100001,166,41922.567171
3.1000001,264,41926.713997
2.0999997,199,41930.065247
4.100001,220,41933.83639
3.1,183,42045.77848
5.1000004,190,42049.017011
4.100001,180,42052.267195
2.1,252,42056.463808
3.0999997,222,42060.110376
4.100001,162,42062.963875
2.0999997,175,42066.181581
-0.9,53,42067.895451
3.1,216,42071.431913
3.0999997,171,42074.253132
4.100001,170,42077.371534
4.1000004,172,42184.222835
3.0999997,173,42188.856648
4.100001,144,42192.27909
4.100001,107,42194.881623
6.100001,211,42198.52754
2.0999992,219,42202.354933
2.1,265,42207.016016
0.10000007,55,42209.034684
3.0999994,69,42210.85793
4.1000004,141,42213.409622
2.1000001,141,42216.340398
1.0999998,398,42221.667322
3.0999997,184,42325.712751
3.1,211,42329.188802
5.1000004,189,42332.216926
0.10000001,38,42333.923004
5.1000004,166,42336.770538
5.100001,202,42340.181786
5.100001,163,42342.967916
1.0999998,226,42346.77319
4.1000004,145,42349.560601
5.100001,191,42352.609151
0.10000001,38,42354.191589
3.1000009,423,42463.841743
2.1,145,42466.989025
6.100001,164,42470.296593
3.1,52,42472.049795
6.1000004,236,42476.354756
2.1,165,42479.562976
2.1,158,42482.558952
4.100001,215,42486.548992
3.1,208,42490.220441
3.0999997,178,42493.438749
4.100001,175,42496.955001
3.0999994,197,42500.56012
1.0999999,169,42608.110333
1.0999998,196,42611.735002
2.0999994,178,42614.690001
2.1,142,42617.676942
2.1,192,42620.843425
2.1,256,42624.76194
4.100001,169,42627.960931
2.1,220,42631.698805
1.0999998,185,42634.775865
2.1,151,42637.763353
4.1000004,259,42641.845915
5.100001,254,42748.559142
5.100001,171,42751.905638
2.1,179,42755.246983
-0.90000004,38,42757.03167
4.100001,280,42761.590225
4.1,150,42764.457768
1.0999999,40,42766.386476
4.100001,149,42769.427827
1.0999998,189,42772.991656
6.100001,175,42776.21173
4.1000004,179,42779.592456
1.0999998,107,42782.02344
4.100001,121,42784.83077
3.0999994,111,42891.636465
4.100001,163,42894.725577
4.1000004,177,42897.918759
5.1000004,156,42900.731457
2.1,159,42903.455504
4.1000004,143,42906.36987
1.1,88,42908.495706
4.0999994,149,42911.155912
2.0999997,175,42914.549002
2.1,187,42917.925202
6.1000004,194,42921.254295
4.1000004,147,42923.860866
3.1,309,43031.608508
6.1000004,147,43034.446545
1.0999998,233,43038.498806
3.1,147,43041.312647
2.1,143,43044.129136
2.1,195,43048.117459
3.0999994,249,43052.307961
2.0999997,151,43055.18151
4.100001,173,43058.891115
4.1000004,176,43062.01393
4.1000004,162,43065.309895
3.1,145,43068.437024
3.1,146,43175.14089
4.100001,184,43178.290219
6.100001,211,43182.000181
4.1000004,168,43185.51303
3.099999,195,43188.753414
3.1,166,43191.901231
5.100001,396,43197.711305
1.0999999,251,43201.819446
4.100001,198,43206.060485
4.1000004,86,43208.223471
2.1,195,43319.025773
4.099999,198,43322.453905
2.0999997,197,43326.01517
5.1000004,164,43329.34146
3.1,169,43332.52243
2.1,108,43335.157936
4.100001,172,43338.660902
5.1000004,175,43342.10687
6.1000004,214,43346.092229
3.1,139,43348.959822
4.1000004,143,43351.992432
4.1000004,272,43462.587355
2.1,168,43465.518653
3.1,176,43468.819652
2.0999997,230,43472.53215
1.0999999,143,43475.109834
6.1000004,315,43480.091738
3.1,153,43483.228863
4.1000004,142,43485.887215
2.1,144,43488.611549
3.1,174,43491.565088
4.1000004,136,43494.260589
4.1000004,174,43497.416639
4.1,185,43606.60007
3.1,206,43610.228726
4.1000004,146,43612.881614
5.100001,221,43616.711434
2.0999994,171,43619.87214
4.100001,139,43622.485716
2.1,144,43625.363589
4.1,224,43629.469145
6.100001,264,43633.78334
4.100001,258,43638.259911
2.1,131,43641.276709
2.0999994,175,43752.271619
6.100001,206,43756.250635
5.1000004,138,43759.003251
5.1000004,258,43763.136175
6.100001,179,43766.408576
1.0999999,141,43769.088974
3.0999992,166,43772.162014
2.1,144,43774.679455
3.0999997,231,43778.619318
5.100001,186,43781.880843
4.1000004,229,43786.043944
2.0999997,240,43893.934963
2.1,143,43896.795638
3.0999994,187,43899.908627
4.1000004,223,43903.45034
1.0999999,178,43906.741749
3.0999997,156,43909.648903
0.1,162,43912.786525
5.100001,166,43915.579988
5.100001,226,43919.260663
6.100001,172,43922.330615
3.0999997,241,44034.311604
4.100001,167,44037.429698
3.0999997,242,44041.332722
7.1000004,226,44044.873149
3.1,169,44048.166452
3.1,162,44051.087534
1.0999999,138,44053.632693
2.1,139,44056.282974
2.0999997,166,44059.552897
5.1000004,143,44062.521407
3.0999997,162,44065.489574
5.100001,182,44069.072155
3.1,153,44175.603351
3.1,196,44179.266466
3.0999994,129,44181.820961
3.0999997,162,44184.851359
4.1000004,152,44187.783802
1.0999999,144,44190.569248
3.1,135,44193.100177
0.100000024,35,44194.672508
3.0999997,190,44197.978143
1.0999998,217,44201.388369
4.100001,181,44204.363472
5.100001,104,44206.898406
2.1,179,44209.909083
2.1,158,44212.880302
2.0999997,161,44323.51162
2.0999994,197,44327.004128
2.0999997,72,44329.027227
4.1000004,204,44332.382794
3.1,212,44335.841489
2.1,70,44338.043607
2.1,179,44341.073923
2.1,168,44344.075393
1.0999998,132,44346.650259
3.0999997,178,44349.838919
4.1,147,44352.483001
0.10000007,38,44354.241817
3.0999997,180,44357.77398
2.1,186,44465.343185
3.1,181,44469.080274
3.1,201,44472.463243
2.1,185,44475.503451
2.1000001,276,44479.776247
1.0999998,146,44482.583208
4.1000004,220,44486.51775
0.10000015,202,44489.8056
6.1000004,183,44493.088664
5.1000004,231,44496.903306
5.100001,430,44612.521665
4.1000004,153,44615.341094
1.0999998,117,44617.961235
2.1,144,44620.726027
4.1000004,189,44623.907779
4.1000004,184,44627.259182
3.0999997,87,44629.333802
6.100001,165,44632.271164
4.1,225,44635.75596
3.0999997,207,44639.402467
4.1000004,180,44642.720713
3.1,157,44645.533571
5.1000004,178,44754.387503
2.1,181,44757.554733
5.100001,217,44761.185163
3.0999994,182,44764.34614
4.1,180,44767.491504
1.0999999,190,44770.776074
4.100001,184,44774.000861
4.100001,158,44776.833286
4.1000004,199,44780.252499
4.1000004,167,44783.047378
4.1000004,143,44785.858026
5.100001,197,44897.503899
3.1,197,44901.075063
4.1000004,163,44904.505295
3.1,255,44908.795422
4.1000004,183,44912.131083
3.1,143,44914.938328
2.1,229,44918.625612
2.0999997,158,44921.518047
3.0999997,149,44924.313364
2.0999994,176,44927.73063
4.100001,130,44930.538121
5.1,92,44932.596354
2.1,114,45039.378357
2.0999997,190,45042.684291
3.1,191,45045.960944
4.1000004,172,45049.213285
3.0999997,174,45052.348537
7.1000004,208,45056.023614
2.1,133,45058.905438
3.1,155,45061.792375
3.1,248,45065.76387
1.0999998,82,45067.866846
7.1000004,235,45071.738872
3.0999997,141,45074.375202
4.1000004,180,45185.983985
3.1,197,45189.90276
0.10000007,42,45191.504019
5.100001,408,45197.549122
5.1000004,228,45201.494885
1.1,119,45204.297493
4.1000004,201,45207.939576
2.0999997,187,45211.42221
2.1,206,45215.025372
5.1000004,257,45219.204702
3.1,144,45325.844079
4.1000004,154,45328.840725
8.1,221,45332.610217
2.0999994,132,45335.304435
2.0999994,182,45338.67968
1.0999999,155,45341.62143
3.0999997,144,45344.288196
2.1,200,45347.791871
2.1,161,45350.717302
4.1000004,181,45353.919208
4.1000004,183,45357.269951
5.1000004,153,45360.252381
3.1,149,45470.555443
3.1,144,45474.074404
2.1,164,45477.774605
1.0999998,188,45481.202579
0.10000006,207,45484.98753
4.1000004,199,45488.929369
2.1,187,45492.401785
4.1000004,206,45495.989582
0.100000024,35,45497.711313
1.0999998,196,45501.307248
4.1000004,144,45504.308114
2.0999997,156,45507.385935
2.1,173,45510.677676
0.10000007,40,45622.753459
5.100001,145,45625.614262
4.1000004,145,45628.379116
4.100001,378,45633.619858
2.0999997,163,45636.647205
2.0999997,145,45639.546879
3.1,188,45642.851479
3.1,177,45645.955429
2.0999997,182,45649.173581
5.1000004,185,45652.618233
5.1000004,143,45655.437415
6.1000004,192,45764.073274
2.1,188,45767.978949
4.100001,200,45771.593992
2.0999997,167,45774.902948
1.0999998,66,45776.83656
3.0999994,145,45780.142348
4.1000004,213,45783.930334
3.1,199,45787.421505
4.1000004,168,45791.197846
4.1000004,202,45794.947026
3.0999994,125,45797.518858
3.1,180,45801.089853
6.1000004,179,45804.522734
2.1,156,45913.462574
3.0999997,216,45917.171968
5.1000004,180,45920.361411
4.1000004,189,45923.750935
2.0999994,138,45926.438022
3.1,173,45929.655888
4.1000004,209,45933.260076
2.1,170,45936.057637
3.0999997,176,45939.39611
5.1000004,208,45942.931896
2.1,133,45945.499222
4.100001,212,46053.894153
3.0999997,204,46057.352543
0.100000024,40,46059.441214
3.0999997,211,46063.330701
4.100001,426,46069.810248
3.1,184,46073.371754
3.0999994,140,46076.028046
1.0999999,132,46078.940678
3.1,169,46082.065395
4.1000004,89,46084.43401
5.100001,180,46087.908769
2.1,230,46200.357375
5.1000004,170,46203.83216
4.100001,159,46207.050401
1.0999998,178,46210.730151
2.0999994,144,46213.592894
3.1,215,46219.096946
5.1,191,46223.253906
4.1000004,193,46226.611974
4.100001,218,46230.638563
4.1,166,46233.679527
2.0999997,215,46237.290714
3.0999997,187,46344.776877
-0.9,77,46347.119447
4.100001,194,46350.89584
1.0999999,145,46353.761379
1.0999998,104,46356.176992
1.1,202,46359.692842
0.10000007,184,46363.152419
1.0999999,189,46366.603936
4.1000004,141,46369.562064
3.1,86,46371.859151
4.1000004,192,46375.50136
0.10000004,135,46378.350349
2.1,83,46380.473021
2.0999994,140,46383.463843
4.100001,178,46491.533088
4.100001,189,46494.764116
2.0999997,115,46497.33511
1.0999999,147,46500.485213
5.100001,209,46503.69515
1.0999999,171,46506.832484
2.0999997,109,46509.26895
4.1000004,182,46512.449903
-0.9,47,46514.088573
4.100001,154,46517.141416
4.1000004,183,46520.263121
3.0999997,226,46524.236489
3.1,231,46527.959415
3.1,144,46632.840439
3.1,154,46635.951651
4.100001,176,46639.291739
2.1,132,46642.087312
1.0999998,177,46645.3769
2.0999997,187,46648.81015
1.0999998,305,46653.503209
1.0999999,151,46656.620387
5.100001,231,46660.7108
4.100001,235,46664.569042
1.0999999,159,46667.657511
1.0999999,191,46775.96025
4.1000004,169,46778.823293
2.0999997,214,46782.505802
3.0999997,149,46785.195587
3.1,161,46788.089434
3.1,217,46791.971068
3.1,142,46794.470932
2.0999992,222,46798.297837
0.100000046,142,46801.188336
3.0999997,133,46804.274336
0.1,23,46805.745354
2.1,78,46807.768785
3.1,126,46810.514095
5.1000004,149,46914.169944
1.0999999,185,46917.601701
7.1,185,46920.782749
2.0999994,199,46924.259808
5.1000004,152,46927.246585
4.1000004,187,46930.604374
0.10000001,139,46933.592685
3.1,193,46936.825201
3.1000004,416,46943.561603
3.0999997,175,46946.789191
1.0999998,158,46949.824396
2.0999997,223,47056.872547
8.100003,253,47060.885493
3.0999997,165,47063.768708
3.1,229,47067.479017
4.100001,369,47072.672769
2.1,48,47074.204517
2.1,261,47078.130484
4.100001,204,47081.725704
3.0999997,227,47085.39771
5.100001,229,47190.733984
2.1,263,47194.700529
2.1,153,47197.248197
1.0999998,174,47200.48581
5.1000004,149,47203.191885
3.1,214,47206.766848
3.1,161,47209.663994
2.0999997,173,47212.580575
4.1000004,153,47215.620486
3.1,162,47218.422173
2.1,168,47221.547091
4.1000004,174,47333.129943
4.1000004,220,47336.946683
3.1,194,47340.370809
2.1,165,47343.274271
3.0999994,156,47346.107081
3.1,167,47349.384658
2.1,130,47351.906241
1.1,204,47355.387263
1.0999999,161,47358.085352
3.1,229,47361.858842
5.1000004,174,47365.128835
0.10000006,61,47367.247839
4.1000004,202,47472.349725
3.0999997,156,47475.327382
1.0999999,38,47476.889017
4.100001,250,47481.035652
3.0999994,180,47483.961948
4.100001,181,47487.300535
4.1000004,172,47490.527138
4.100001,172,47493.282755
0.100000024,146,47496.050831
4.100001,210,47499.368523
2.0999997,156,47502.496072
1.0999998,173,47505.674881
4.1000004,225,47615.932931
3.0999997,153,47618.760494
3.1000001,286,47623.217981
6.100001,218,47626.750864
2.0999997,199,47630.129791
2.0999997,192,47633.179917
1.0999998,94,47635.518735
2.1,152,47638.320982
4.100001,153,47641.485158
2.0999997,181,47644.384161
1.0999999,179,47647.510803
4.1000004,206,47750.514316
4.1,133,47753.223922
3.1,216,47756.766072
2.0999997,147,47759.659959
2.1,139,47762.415483
4.1,158,47765.36115
2.0999997,211,47768.716004
3.0999997,178,47772.000213
-0.9,43,47773.545556
4.1000004,148,47776.418411
3.0999997,156,47779.073922
5.100001,259,47783.133378
2.1,282,47890.682834
6.1000004,178,47893.795146
2.1,176,47897.105541
3.1000001,277,47901.539376
5.1000004,242,47905.719867
2.1,186,47909.225541
3.0999994,219,47912.847117
5.1000004,196,47916.138035
3.0999997,167,47919.111997
2.1,327,47923.944446
2.1,150,48028.054471
3.0999997,187,48031.225313
2.0999997,190,48034.623548
1.0999998,171,48037.629534
2.1,166,48040.56441
3.0999997,183,48043.755419
4.0999994,153,48046.464164
0.10000003,171,48049.674709
1.0999999,159,48052.557638
5.1000004,429,48058.063802
4.1000004,174,48164.498291
3.1,168,48167.898744
1.0999999,167,48171.089292
3.1,187,48174.447843
5.100001,159,48177.588758
5.1000004,181,48180.855226
2.1,189,48184.395834
0.10000007,133,48187.075396
3.1000006,332,48192.315332
2.1,159,48195.200524
4.100001,235,48199.140437
2.1,116,48302.47744
4.1,178,48305.67926
1.0999998,77,48307.536599
4.100001,175,48310.524506
1.0999998,188,48313.584512
3.0999997,197,48316.86812
2.1000001,251,48320.948658
2.1,141,48323.470047
4.100001,200,48326.795997
2.0999992,204,48330.047221
3.0999997,242,48334.019132
